Date,Blackburn with Darwen,Blackpool,Burnley,Chorley,Fylde,Hyndburn,Lancaster,Pendle,Preston,Ribble Valley,Rossendale,South Ribble,West Lancashire,Wyre,Lancashire (all)
2021-01-23,2,2,5,0,2,2,3,1,1,4,0,0,0,3,25
2021-01-22,6,2,3,1,1,2,4,2,4,0,0,1,0,4,30
2021-01-21,1,1,2,2,1,0,2,1,3,2,1,0,1,4,21
2021-01-20,5,2,2,0,0,0,7,0,2,3,1,2,1,3,28
2021-01-19,5,3,6,3,2,3,2,3,2,1,2,1,1,3,37
2021-01-18,1,4,0,0,0,1,2,1,2,3,3,0,4,4,25
2021-01-17,4,4,5,2,0,4,3,3,0,1,0,0,0,0,26
2021-01-16,3,5,2,2,1,1,2,4,2,1,2,0,1,1,27
2021-01-15,1,2,7,0,3,6,1,2,1,4,2,0,1,2,32
2021-01-14,7,6,1,0,5,1,1,0,2,1,0,0,1,3,28
2021-01-13,5,3,4,1,3,4,4,7,2,0,2,0,1,4,40
2021-01-12,1,2,3,1,1,0,2,2,2,1,1,0,0,2,18
2021-01-11,4,3,1,3,1,1,2,4,1,0,1,0,2,2,25
2021-01-10,4,4,5,2,0,3,1,1,0,2,1,1,4,1,29
2021-01-09,1,3,1,0,1,1,4,1,1,3,1,1,1,4,23
2021-01-08,5,2,2,0,0,4,5,2,1,1,1,1,0,2,26
2021-01-07,2,3,0,1,0,0,1,2,1,0,1,0,0,2,13
2021-01-06,5,4,4,1,1,2,2,0,2,1,2,1,1,2,28
2021-01-05,3,4,1,1,0,0,3,2,0,1,1,0,2,4,22
2021-01-04,2,3,1,1,3,1,2,1,1,2,0,1,0,3,21
2021-01-03,9,3,0,0,1,0,0,3,1,2,0,2,2,4,27
2021-01-02,3,1,3,1,1,0,3,0,1,1,2,2,1,0,19
2021-01-01,2,0,3,0,0,0,1,0,1,1,0,1,1,1,11
2020-12-31,2,6,0,1,0,0,1,0,3,1,1,1,0,1,17
2020-12-30,4,2,2,1,0,1,1,1,0,0,1,1,0,3,17
2020-12-29,1,4,1,0,0,0,3,0,4,3,2,0,1,4,23
2020-12-28,1,4,3,3,2,2,0,2,1,2,0,0,0,4,24
2020-12-27,1,1,2,2,2,0,1,0,0,0,1,0,0,2,12
2020-12-26,4,5,0,0,3,0,1,1,0,2,1,1,1,2,21
2020-12-25,1,2,2,3,0,0,1,0,2,0,3,3,1,4,22
2020-12-24,4,3,4,2,1,3,0,1,0,2,0,0,0,2,22
2020-12-23,2,3,3,2,4,3,1,3,3,0,0,0,0,1,25
2020-12-22,1,2,1,1,0,1,0,0,6,1,4,1,0,3,21
2020-12-21,1,3,2,1,0,3,0,3,1,1,0,1,1,2,19
2020-12-20,4,1,1,5,0,0,2,0,1,0,0,1,1,0,16
2020-12-19,2,2,1,3,0,0,1,1,2,1,0,1,1,1,16
2020-12-18,0,5,1,1,2,1,4,0,3,0,2,2,1,0,22
2020-12-17,0,2,0,1,0,1,0,0,0,1,1,4,2,2,14
2020-12-16,0,2,0,0,1,1,1,2,2,1,0,0,1,2,13
2020-12-15,0,1,2,4,2,1,1,2,0,0,0,1,2,2,18
2020-12-14,1,1,1,1,1,0,1,1,0,1,1,3,0,2,14
2020-12-13,0,3,0,2,0,1,0,0,2,1,0,0,1,0,10
2020-12-12,4,2,3,1,3,0,0,0,2,2,0,2,2,0,21
2020-12-11,1,0,1,1,1,2,0,0,0,0,0,0,2,1,9
2020-12-10,3,0,3,0,3,3,1,1,2,1,1,1,0,2,21
2020-12-09,1,3,4,3,2,0,1,0,4,0,0,1,1,1,21
2020-12-08,2,1,1,1,1,2,0,0,1,1,0,1,0,2,13
2020-12-07,2,1,1,2,0,1,0,2,0,0,1,4,2,2,18
2020-12-06,3,4,1,2,1,0,2,0,1,0,0,1,0,1,16
2020-12-05,4,3,0,0,1,0,0,1,1,1,0,1,2,1,15
2020-12-04,1,2,1,3,5,0,4,0,2,0,0,3,0,2,23
2020-12-03,3,1,1,2,3,1,1,1,2,0,0,1,2,2,20
2020-12-02,1,1,2,1,1,2,1,0,3,0,1,1,0,1,15
2020-12-01,4,1,2,0,1,2,0,1,0,0,0,2,0,1,14
2020-11-30,2,0,0,0,3,0,1,3,1,1,0,1,1,1,14
2020-11-29,1,2,1,1,4,1,0,1,0,1,0,1,1,2,16
2020-11-28,1,2,0,0,3,2,2,2,0,0,0,0,1,2,15
2020-11-27,1,1,4,0,3,1,1,2,2,1,0,3,1,2,22
2020-11-26,1,1,2,0,1,1,1,2,1,0,2,0,0,1,13
2020-11-25,2,2,2,2,2,0,2,3,2,0,0,0,1,2,20
2020-11-24,5,2,2,0,3,0,0,0,1,3,1,1,1,0,19
2020-11-23,5,1,1,0,2,3,2,3,0,3,0,0,0,1,21
2020-11-22,4,2,1,4,0,0,2,2,0,3,0,1,1,3,23
2020-11-21,1,2,2,1,2,1,0,3,2,0,0,0,3,5,22
2020-11-20,3,2,2,1,0,0,2,2,1,0,1,0,0,1,15
2020-11-19,3,1,1,2,2,3,0,3,0,0,1,1,1,2,20
2020-11-18,7,8,1,1,2,2,1,4,7,2,0,1,1,4,41
2020-11-17,2,3,2,2,1,1,1,4,0,1,0,1,1,0,19
2020-11-16,3,3,2,2,1,0,0,4,2,0,0,1,0,1,19
2020-11-15,4,1,3,2,1,0,0,4,3,0,3,1,1,2,25
2020-11-14,3,3,2,2,1,1,0,2,1,1,0,0,2,1,19
2020-11-13,2,6,6,2,1,4,0,0,0,0,0,1,0,2,24
2020-11-12,3,0,3,2,1,1,1,3,3,1,1,3,0,0,22
2020-11-11,3,2,4,2,0,0,2,0,2,0,0,0,1,3,19
2020-11-10,0,0,3,1,2,2,1,2,5,0,2,0,1,1,20
2020-11-09,2,2,2,1,0,1,2,2,0,1,2,1,4,1,21
2020-11-08,1,1,2,2,0,2,2,0,2,3,0,1,1,1,18
2020-11-07,3,2,2,0,0,0,1,2,1,0,2,2,1,6,22
2020-11-06,3,1,0,0,0,0,1,0,1,2,1,0,3,5,17
2020-11-05,5,4,0,0,3,0,1,3,1,0,1,0,1,2,21
2020-11-04,0,2,0,1,0,1,5,0,0,0,4,2,2,1,18
2020-11-03,0,4,0,0,1,1,1,3,2,0,1,1,2,2,18
2020-11-02,3,1,0,0,0,1,1,0,1,0,0,0,2,2,11
2020-11-01,0,2,0,1,0,0,2,0,1,0,1,0,0,3,10
2020-10-31,1,6,0,0,1,0,3,1,3,0,0,3,0,3,21
2020-10-30,4,5,2,0,3,0,2,0,3,0,1,1,2,1,24
2020-10-29,3,2,3,1,0,0,1,1,1,1,2,0,1,1,17
2020-10-28,2,1,2,0,3,1,2,1,1,0,2,1,1,3,20
2020-10-27,3,7,2,0,0,2,1,0,1,1,1,0,1,2,21
2020-10-26,2,4,1,2,2,0,1,0,2,0,0,0,2,2,18
2020-10-25,3,1,0,0,3,0,1,1,0,1,2,2,0,4,18
2020-10-24,2,1,1,1,0,1,1,0,1,0,1,0,1,1,11
2020-10-23,0,1,0,2,1,2,2,2,0,1,0,1,0,4,16
2020-10-22,0,2,2,0,1,0,0,1,2,1,0,0,0,3,12
2020-10-21,0,1,1,1,0,0,0,0,3,0,0,2,1,1,10
2020-10-20,1,0,1,1,2,2,1,0,2,0,0,0,1,1,12
2020-10-19,0,0,3,0,0,0,0,1,0,1,0,0,2,1,8
2020-10-18,1,0,0,0,0,0,0,2,0,1,1,0,0,1,6
2020-10-17,1,0,2,1,0,0,1,0,1,1,0,0,3,0,10
2020-10-16,0,0,1,0,0,0,0,3,0,2,0,0,0,0,6
2020-10-15,0,0,0,0,1,0,1,0,1,0,0,0,1,1,5
2020-10-14,0,0,1,0,0,0,0,2,1,0,1,0,0,0,5
2020-10-13,0,0,0,0,0,0,1,0,1,1,0,0,1,1,5
2020-10-12,0,0,2,1,2,1,0,1,1,2,1,0,0,0,11
2020-10-11,1,2,0,0,2,1,2,1,0,1,0,1,3,1,15
2020-10-10,1,2,1,0,0,0,0,0,0,1,0,0,1,2,8
2020-10-09,0,0,0,0,0,1,0,0,0,2,0,0,1,0,4
2020-10-08,0,0,0,0,0,0,0,0,1,0,1,0,3,1,6
2020-10-07,0,0,0,0,0,1,1,0,1,0,1,0,1,0,5
2020-10-06,1,1,1,0,0,0,0,0,2,1,0,0,0,1,7
2020-10-05,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
2020-10-04,0,0,0,0,1,0,0,0,1,0,0,0,1,0,3
2020-10-03,2,0,0,0,1,0,0,0,0,0,0,0,0,0,3
2020-10-02,0,0,0,0,1,0,1,0,0,0,0,0,0,1,3
2020-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-30,0,1,0,0,0,0,1,0,0,0,0,1,1,0,4
2020-09-29,0,0,1,1,0,0,0,1,0,0,1,0,0,0,4
2020-09-28,0,2,0,0,0,0,2,0,1,0,0,0,1,0,6
2020-09-27,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2020-09-26,1,0,0,0,0,1,0,0,0,0,0,0,2,0,4
2020-09-25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2020-09-24,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2
2020-09-23,1,0,1,0,0,0,1,0,0,0,0,0,0,0,3
2020-09-22,1,0,0,0,0,1,0,0,1,0,0,0,0,0,3
2020-09-21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-09-20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2020-09-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2020-09-17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2020-09-16,0,0,1,0,0,1,0,0,0,0,0,1,0,0,3
2020-09-15,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2
2020-09-14,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
2020-09-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-05,0,1,0,0,1,0,0,0,0,0,0,1,0,0,3
2020-09-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-08-22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-08-21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-08-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-08-17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-08-16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-08-15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2020-08-14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2020-08-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2020-08-10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2020-08-09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-08-08,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2020-08-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-08-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-03,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
2020-08-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2020-07-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2020-07-24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2020-07-23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-07-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-21,1,1,0,0,0,0,0,0,1,0,0,0,0,0,3
2020-07-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2020-07-18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2020-07-17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2020-07-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-15,1,1,0,0,0,0,0,0,1,0,0,0,0,0,3
2020-07-14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2020-07-13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-07-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-11,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2
2020-07-10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2020-07-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-08,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2020-07-07,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2
2020-07-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-07-04,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2020-07-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2020-06-30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2020-06-29,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2
2020-06-28,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2020-06-27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2020-06-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-25,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
2020-06-24,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
2020-06-23,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2
2020-06-22,0,0,0,0,1,0,0,0,1,1,0,0,0,0,3
2020-06-21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2020-06-20,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2
2020-06-19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-06-18,0,0,0,0,0,0,1,0,0,0,0,2,0,1,4
2020-06-17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2020-06-16,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2
2020-06-15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2020-06-14,0,2,0,4,1,0,0,0,1,0,0,0,1,0,9
2020-06-13,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2
2020-06-12,0,0,0,0,2,0,0,2,1,0,0,0,0,1,6
2020-06-11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-06-10,0,1,0,3,1,2,0,0,0,0,1,1,0,0,9
2020-06-09,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2
2020-06-08,0,2,0,0,0,0,1,0,1,0,0,1,0,2,7
2020-06-07,1,0,0,1,1,0,0,0,0,0,0,1,1,1,6
2020-06-06,1,0,1,0,1,3,0,0,0,0,0,0,1,3,10
2020-06-05,0,1,0,0,1,0,0,0,0,0,0,0,1,0,3
2020-06-04,1,1,0,1,1,0,0,1,1,1,0,0,0,1,8
2020-06-03,0,0,0,1,0,0,0,0,0,0,1,1,0,3,6
2020-06-02,0,1,0,0,0,0,0,0,1,0,0,2,0,1,5
2020-06-01,0,1,0,0,1,0,0,1,1,0,0,0,0,0,4
2020-05-31,0,0,1,0,0,1,0,0,1,0,0,0,0,1,4
2020-05-30,0,2,0,2,1,0,0,0,0,0,0,0,0,2,7
2020-05-29,0,1,0,0,0,0,0,0,1,0,0,1,0,1,4
2020-05-28,0,4,0,1,1,0,0,0,1,0,1,2,2,0,12
2020-05-27,0,1,0,1,2,1,0,1,1,0,0,1,0,1,9
2020-05-26,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2020-05-25,2,2,0,0,1,0,0,0,1,0,0,1,2,2,11
2020-05-24,0,0,0,0,0,1,0,0,1,1,0,2,0,3,8
2020-05-23,1,2,0,0,0,0,0,0,3,0,0,0,0,5,11
2020-05-22,1,0,0,0,1,1,1,0,0,1,1,0,0,0,6
2020-05-21,0,2,0,1,1,1,0,0,3,0,0,0,1,2,11
2020-05-20,1,0,1,0,1,0,0,0,2,0,0,0,0,1,6
2020-05-19,0,3,1,0,2,0,1,2,1,0,1,0,0,1,12
2020-05-18,1,1,0,1,0,0,0,0,2,0,1,0,1,1,8
2020-05-17,1,0,0,0,1,1,0,1,0,0,0,0,0,1,5
2020-05-16,0,0,0,1,2,0,1,0,6,0,1,1,1,0,13
2020-05-15,0,2,0,1,0,0,2,1,0,0,0,0,2,1,9
2020-05-14,0,1,0,1,0,1,0,1,0,0,1,0,0,1,6
2020-05-13,2,3,0,1,1,0,2,1,0,0,0,0,0,1,11
2020-05-12,0,1,0,1,0,0,1,1,1,0,0,2,2,2,11
2020-05-11,0,1,0,0,1,0,1,3,0,0,0,1,0,2,9
2020-05-10,1,0,0,2,2,1,0,0,4,0,2,1,3,4,20
2020-05-09,1,1,1,2,0,1,0,1,0,1,1,0,1,1,11
2020-05-08,1,2,0,1,0,0,0,0,2,0,0,0,3,1,10
2020-05-07,1,0,0,0,1,2,3,1,2,0,1,0,1,3,15
2020-05-06,2,3,1,0,0,0,1,2,2,0,1,1,0,1,14
2020-05-05,2,2,0,2,2,0,1,0,3,0,1,0,0,1,14
2020-05-04,2,1,0,2,0,1,1,1,1,0,1,0,0,1,11
2020-05-03,2,2,2,0,1,0,0,0,3,0,1,0,2,5,18
2020-05-02,2,2,0,2,3,0,0,1,2,0,2,1,1,2,18
2020-05-01,0,2,0,0,3,2,0,1,1,0,0,1,1,0,11
2020-04-30,1,2,0,0,0,1,0,0,2,4,3,0,2,1,16
2020-04-29,1,2,0,3,1,0,1,0,1,1,1,1,2,3,17
2020-04-28,2,3,1,0,1,1,0,0,2,0,0,0,1,1,12
2020-04-27,1,1,1,1,2,0,0,0,2,1,2,1,0,0,12
2020-04-26,3,2,0,1,2,0,0,0,0,0,1,0,1,0,10
2020-04-25,2,3,0,2,2,0,3,0,1,0,1,1,2,0,17
2020-04-24,2,1,1,1,1,1,1,3,3,0,0,2,3,3,22
2020-04-23,3,4,0,1,0,2,1,1,4,0,1,2,0,1,20
2020-04-22,3,5,1,1,3,0,2,0,0,0,1,1,5,1,23
2020-04-21,1,1,2,2,2,0,1,0,2,0,0,1,2,0,14
2020-04-20,2,2,1,1,1,1,0,1,2,0,0,1,2,3,17
2020-04-19,1,1,0,1,0,1,1,0,3,0,0,1,1,2,12
2020-04-18,1,4,3,2,1,1,2,4,0,0,1,0,1,0,20
2020-04-17,2,2,2,2,0,1,0,0,1,0,0,3,3,0,16
2020-04-16,1,4,2,4,2,1,1,0,1,1,0,0,1,3,21
2020-04-15,1,1,0,3,2,1,4,1,2,0,0,4,2,1,22
2020-04-14,1,4,0,3,1,1,2,2,3,0,1,0,4,2,24
2020-04-13,0,2,0,1,3,1,1,2,2,0,0,1,3,1,17
2020-04-12,4,3,0,3,2,3,1,3,1,1,0,3,1,6,31
2020-04-11,2,3,2,2,0,2,2,1,2,1,0,2,4,0,23
2020-04-10,0,4,1,2,0,0,1,2,1,1,1,1,1,1,16
2020-04-09,1,3,1,2,2,0,1,1,0,2,1,0,1,1,16
2020-04-08,0,1,4,3,0,1,3,3,1,1,1,2,5,1,26
2020-04-07,5,2,3,0,3,1,1,1,2,0,1,0,2,1,22
2020-04-06,1,0,0,0,0,0,1,0,3,0,0,1,2,1,9
2020-04-05,0,1,3,2,2,0,3,0,1,0,0,0,4,1,17
2020-04-04,1,1,1,2,1,1,1,2,2,0,0,0,4,0,16
2020-04-03,2,0,0,1,1,0,3,1,2,2,0,1,2,1,16
2020-04-02,2,4,3,0,1,0,3,1,0,1,0,1,3,2,21
2020-04-01,3,1,0,0,1,0,0,2,2,0,0,0,1,1,11
2020-03-31,0,1,0,1,0,1,0,0,0,0,0,1,1,0,5
2020-03-30,1,1,0,0,1,0,1,0,2,0,0,0,0,0,6
2020-03-29,0,1,1,0,1,0,1,2,1,0,0,0,1,1,9
2020-03-28,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3
2020-03-27,0,0,0,0,1,0,3,0,0,0,0,1,1,0,6
2020-03-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2020-03-24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2020-03-23,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
2020-03-22,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2020-03-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2020-03-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2020-03-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
